Account__c|Product__c|Daily_Sales__c|MTD_Sales__c|QTD_Sales__c|FYTD_Sales__c
89391|00517-0420-01|0|0|193.64|193.64
89391|00517-0650-01|0|0|5750|5750
89391|00517-0720-01|0|0|746.58|746.58
89391|00517-0740-20|0|0|453.6|453.6
89391|00517-2340-10|0|0|720|720
89391|00517-2340-25|0|0|750|750
89391|00517-9702-25|0|0|156.18|156.18
89392|00517-0650-01|0|0|3450|3450
89392|00517-0720-01|0|0|1874.34|1874.34
89392|00517-0740-20|0|0|1598.4|1598.4
89392|00517-1020-25|249.99|249.99|4796.69|4796.69
89392|00517-1980-05|0|0|1813.04|1813.04
89392|00517-2310-05|1200|1200|25500|25500
89392|00517-2340-10|0|0|4950|4950
89392|00517-4602-25|0|0|442.26|442.26
89392|00517-4605-25|0|0|1384.25|1384.25
89392|00517-5601-25|0|0|0.25|0.25
89392|00517-9702-25|0|0|260|260
89394|00517-0710-01|0|0|3063|3063
89394|00517-0720-01|0|0|1659.44|1659.44
89394|00517-0740-20|453.6|453.6|4099.2|4099.2
89394|00517-1075-01|2067.39|2067.39|12730.17|12730.17
89394|00517-2340-10|0|0|1260|1260
89394|00517-4002-25|0|0|7243.25|7243.25
89394|00517-6560-05|0|0|19257|19257
89394|00517-6710-10|1258.1|1258.1|2078.6|2078.6
89394|00517-7604-25|0|0|1507|1507
89394|00517-9305-25|0|0|54464|54464
89395|00517-0420-01|0|0|1386.66|1386.66
89395|00517-0720-01|0|0|305.68|305.68
89395|00517-0740-20|0|0|907.2|907.2
89395|00517-2502-10|0|0|362.1|362.1
89395|00517-4201-25|0|0|917.5|917.5
89395|00517-6710-10|437.6|437.6|3555.5|3555.5
89395|00517-7604-25|0|0|12375|12375
89395|00517-9120-25|1000|1000|1600|1600
89396|00517-0420-01|0|0|119.56|119.56
89396|00517-0710-01|0|0|510.5|510.5
89396|00517-0720-01|0|0|3133.56|3133.56
89396|00517-0740-20|0|0|4082.4|4082.4
89396|00517-2310-05|0|0|14940|14940
89396|00517-2340-10|0|0|1620|1620
89396|00517-2502-10|0|0|724.2|724.2
89396|00517-4201-25|1986.25|1986.25|2445|2445
89396|00517-4810-25|0|0|330.75|330.75
89396|00517-6560-05|0|0|2429.7|2429.7
89396|00517-7315-25|0|0|337.5|337.5
89396|00517-9120-25|0|0|1831.08|1831.08
89396|00517-9305-25|0|0|47556|47556
89396|00517-9702-25|0|0|336.6|336.6
89397|00517-0031-25|0|0|84.75|84.75
89397|00517-0650-01|0|0|2288.32|2288.32
89397|00517-0901-25|0|0|2248.5|2248.5
89397|00517-1001-25|0|0|1153.98|1153.98
89397|00517-2502-10|0|0|369.5|369.5
89397|00517-7604-25|0|0|6028|6028
89397|00517-9305-25|0|0|2022.75|2022.75
89399|00517-0720-01|0|0|458.52|458.52
89399|00517-4002-25|0|0|415.5|415.5
89399|00517-5601-25|0|0|559.25|559.25
89399|00517-6710-10|0|0|765.8|765.8
89399|00517-7604-25|0|0|275|275
89400|00517-0740-20|0|0|984.4|984.4
89400|00517-1020-25|0|0|1500|1500
89400|00517-2102-25|0|0|1050|1050
89400|00517-2502-10|0|0|364|364
89400|00517-4810-25|0|0|1021.5|1021.5
89400|00517-6710-10|0|0|640.8|640.8
89400|00517-7315-25|900|900|2700|2700
89401|00517-0720-01|0|0|382.1|382.1
89401|00517-0740-20|0|0|1360.8|1360.8
89401|00517-4201-25|0|0|458.75|458.75
89401|00517-7504-25|0|0|427.5|427.5
89401|00517-9120-25|0|0|600|600
89402|00517-0710-01|0|0|4212|4212
89402|00517-0720-01|649.57|649.57|2636.49|2636.49
89402|00517-0740-20|0|0|2268|2268
89402|00517-2502-10|0|0|369.5|369.5
89402|00517-5601-25|0|0|570.75|570.75
89404|00517-0440-01|0|0|93.59|93.59
89404|00517-0720-01|0|0|382.1|382.1
89404|00517-0740-20|0|0|1360.8|1360.8
89404|00517-1030-01|80|80|80|80
89404|00517-9302-25|0|0|1103|1103
89404|00517-9305-25|0|0|2642|2642
89406|00517-0031-25|0|0|9.63|9.63
89406|00517-0374-05|0|0|6328.5|6328.5
89406|00517-0650-01|0|0|27025|27025
89406|00517-0720-01|0|0|287.4|287.4
89406|00517-0740-20|0|0|3192|3192
89406|00517-1001-25|0|0|763|763
89406|00517-2340-10|0|0|-180|-180
89406|00517-6710-10|0|0|164.1|164.1
89406|00517-9120-25|0|0|800|800
89406|00517-9305-25|0|0|1472|1472
89407|00517-0720-01|0|0|3973.84|3973.84
89407|00517-0740-20|0|0|1713.6|1713.6
89407|00517-0901-25|0|0|374.5|374.5
89407|00517-1001-25|0|0|381.5|381.5
89407|00517-1004-25|0|0|252.25|252.25
89407|00517-4810-25|0|0|375.5|375.5
89407|00517-6560-05|0|0|5238|5238
89407|00517-9305-25|0|0|28318.5|28318.5
89410|00517-0720-01|0|0|2521.86|2521.86
89410|00517-0740-20|0|0|1814.4|1814.4
89410|00517-0955-01|218.2|218.2|3163.9|3163.9
89410|00517-2310-05|0|0|6890|6890
89410|00517-6101-25|0|0|656.86|656.86
89410|00517-6710-10|0|0|152.16|152.16
89410|00517-7305-25|0|0|445.25|445.25
89410|00517-9302-25|0|0|4420|4420
89410|00517-9305-25|0|0|13485|13485
89411|00517-0650-01|0|0|5137.86|5137.86
89411|00517-5601-25|0|0|841.75|841.75
89411|00517-6560-05|13363.35|13363.35|13363.35|13363.35
89411|00517-6710-10|0|0|547|547
89411|00517-7504-25|0|0|2850|2850
89411|00517-7604-25|0|0|275|275
89415|00517-0650-01|0|0|36724.38|36724.38
89415|00517-0740-20|0|0|1814.4|1814.4
89415|00517-1980-05|0|0|199.5|199.5
89415|00517-2102-25|0|0|262.5|262.5
89420|00517-0031-25|0|0|171|171
89420|00517-0374-05|0|0|4219|4219
89420|00517-0650-01|0|0|12075|12075
89420|00517-0720-01|0|0|803.61|803.61
89420|00517-0735-10|0|0|2071.6|2071.6
89420|00517-0740-20|0|0|1101.47|1101.47
89420|00517-0901-25|0|0|749|749
89420|00517-1004-25|0|0|217.04|217.04
89420|00517-1075-01|0|0|1196.81|1196.81
89420|00517-2051-25|0|0|1198|1198
89420|00517-2310-05|0|0|9269.31|9269.31
89420|00517-2340-25|880|880|7725|7725
89420|00517-4002-25|0|0|1862|1862
89420|00517-4201-25|0|0|1528|1528
89420|00517-4602-25|0|0|974.74|974.74
89420|00517-9305-25|0|0|3302.5|3302.5
89420|00517-9702-25|78.09|78.09|78.09|78.09
89423|00517-0720-01|0|0|3013.2|3013.2
89423|00517-7504-25|0|0|1425|1425
89423|00517-7604-25|0|0|3025|3025
89425|00517-0374-05|0|0|6160|6160
89425|00517-0720-01|0|0|1184.51|1184.51
89425|00517-6710-10|0|0|492.3|492.3
89425|00517-7604-25|0|0|137.5|137.5
89425|00517-9305-25|0|0|5284|5284
89430|00517-0720-01|0|0|301.86|301.86
89430|00517-0740-20|0|0|1360.8|1360.8
89430|00517-1001-25|0|0|763|763
89430|00517-2340-10|1440|1440|12780|12780
89430|00517-2502-10|0|0|337.8|337.8
89430|00517-4002-25|0|0|1031|1031
89430|00517-9305-25|0|0|8094|8094
89431|00517-0031-25|9.63|9.63|154.67|154.67
89431|00517-0374-05|0|0|12431.1|12431.1
89431|00517-0440-01|0|0|312.88|312.88
89431|00517-0602-01|0|0|1456.73|1456.73
89431|00517-0650-01|575|575|58650|58650
89431|00517-1004-25|0|0|3580.88|3580.88
89431|00517-2102-25|0|0|2362.5|2362.5
89431|00517-2310-05|900|900|13500|13500
89431|00517-2340-10|300|300|4920|4920
89431|00517-4002-25|0|0|2069.5|2069.5
89431|00517-4602-25|0|0|1236.94|1236.94
89431|00517-4810-25|0|0|917.59|917.59
89431|00517-5601-25|0|0|841.75|841.75
89431|00517-6710-10|0|0|4848|4848
89431|00517-7305-25|0|0|220.06|220.06
89431|00517-7350-25|0|0|31903.76|31903.76
89431|00517-7504-25|0|0|2273|2273
89431|00517-7604-25|0|0|1578|1578
89431|00517-9120-25|0|0|1031.08|1031.08
89432|00517-0031-25|79.25|79.25|951|951
89432|00517-0374-05|0|0|440|440
89432|00517-0720-01|0|0|573.15|573.15
89432|00517-0740-20|0|0|453.6|453.6
89432|00517-2340-10|0|0|8820|8820
89432|00517-4002-25|0|0|1031|1031
89432|00517-4601-25|0|0|1450|1450
89432|00517-5601-25|0|0|842|842
89432|00517-7504-25|0|0|997.5|997.5
89435|00517-0720-01|0|0|496.73|496.73
89435|00517-1020-25|250|250|2750|2750
89435|00517-3030-01|0|0|2550|2550
89435|00517-7315-25|0|0|1012.5|1012.5
89438|00517-0440-01|0|0|319.3|319.3
89438|00517-0791-01|0|0|6228.23|6228.23
89438|00517-1001-25|0|0|935.1|935.1
89438|00517-1004-25|0|0|684|684
89438|00517-5601-25|0|0|570.75|570.75
89438|00517-7315-25|0|0|3000|3000
89438|00517-9702-25|0|0|179.14|179.14
89439|00517-0602-01|0|0|230.01|230.01
89439|00517-0650-01|0|0|45316.2|45316.2
89439|00517-0720-01|172.44|172.44|1637.4|1637.4
89439|00517-1004-25|0|0|737.24|737.24
89439|00517-2325-10|0|0|330|330
89439|00517-2340-10|0|0|13333.18|13333.18
89439|00517-9302-25|0|0|6507.48|6507.48
89439|00517-9305-25|0|0|12286.23|12286.23
89448|00517-0720-01|0|0|6266.44|6266.44
89448|00517-0735-10|0|0|229.5|229.5
89448|00517-0740-20|0|0|571.2|571.2
89448|00517-0955-01|185.47|185.47|1745.6|1745.6
89448|00517-1001-25|0|0|1144.5|1144.5
89448|00517-2505-25|0|0|18991.25|18991.25
89448|00517-2901-10|0|0|1463.4|1463.4
89448|00517-4002-25|415.5|415.5|4155|4155
89448|00517-7350-25|0|0|5501|5501
89448|00517-7604-25|0|0|3014|3014
89448|00517-9305-25|0|0|13485|13485
89455|00517-2340-10|0|0|5940|5940
89455|00517-7604-25|0|0|412.5|412.5
89457|00517-0650-01|0|0|24725|24725
89457|00517-0720-01|0|0|2395.32|2395.32
89457|00517-4605-25|0|0|774|774
89459|00517-0650-01|0|0|7733.72|7733.72
89459|00517-0710-01|0|0|1021|1021
89459|00517-0740-20|0|0|1360.8|1360.8
89459|00517-2340-25|0|0|10120|10120
89459|00517-7504-25|0|0|570|570
89459|00517-9120-25|0|0|200|200
89459|00517-9305-25|0|0|1981.5|1981.5
89459|00517-9702-25|0|0|168.3|168.3
89460|00517-0374-05|0|0|440|440
89460|00517-0381-05|0|0|2281.6|2281.6
89460|00517-0710-01|0|0|515.66|515.66
89460|00517-0720-01|0|0|1413.77|1413.77
89460|00517-0740-20|0|0|1360.8|1360.8
89460|00517-5601-25|0|0|1141.5|1141.5
89460|00517-6710-10|0|0|273.5|273.5
89460|00517-9305-25|0|0|1981.5|1981.5
89461|00517-0791-01|0|0|1146.3|1146.3
89461|00517-1004-25|0|0|114|114
89461|00517-2310-05|0|0|4860|4860
89461|00517-4300-01|0|0|12558.24|12558.24
89461|00517-7604-25|0|0|275|275
89461|00517-9305-25|0|0|660.5|660.5
89461|00517-9702-25|0|0|716.56|716.56
89462|00517-0650-01|0|0|38950.1|38950.1
89462|00517-0720-01|191.05|191.05|191.05|191.05
89462|00517-1001-25|0|0|187.02|187.02
89462|00517-2340-10|0|0|2160|2160
89462|00517-6710-10|0|0|54.7|54.7
89463|00517-0650-01|0|0|19550|19550
89463|00517-0720-01|0|0|869.36|869.36
89463|00517-0740-20|0|0|453.6|453.6
89463|00517-1020-25|0|0|750|750
89463|00517-2310-05|0|0|6000|6000
89463|00517-6502-10|0|0|385.4|385.4
89463|00517-6710-10|0|0|246|246
89463|00517-7604-25|0|0|137.5|137.5
89463|00517-9302-25|0|0|551.5|551.5
89463|00517-9702-25|0|0|1015.17|1015.17
89464|00517-0031-25|0|0|35.75|35.75
89466|00517-0650-01|0|0|5175|5175
89466|00517-0720-01|57.48|57.48|229.92|229.92
89466|00517-0791-01|0|0|2025.13|2025.13
89466|00517-1004-25|0|0|219.32|219.32
89466|00517-2310-05|0|0|1050|1050
89466|00517-2340-10|0|0|2690|2690
89466|00517-3030-01|0|0|75|75
89466|00517-5601-25|0|0|571|571
89466|00517-7604-25|0|0|275|275
89466|00517-9305-25|0|0|-226.5|-226.5
89466|00517-9702-25|0|0|78.09|78.09
89469|00517-0720-01|0|0|419.33|419.33
89469|00517-0740-20|0|0|1713.6|1713.6
89469|00517-1004-25|0|0|363.97|363.97
89469|00517-1045-05|0|0|160.5|160.5
89469|00517-5601-25|0|0|841.75|841.75
89469|00517-7504-25|0|0|285|285
89469|00517-9702-25|0|0|265.5|265.5
89470|00517-0374-05|0|0|3624.16|3624.16
89470|00517-0381-05|0|0|2627.3|2627.3
89470|00517-0650-01|0|0|10349.5|10349.5
89470|00517-0720-01|0|0|1271.06|1271.06
89470|00517-2102-25|0|0|1575|1575
89470|00517-4002-25|0|0|2069.5|2069.5
89470|00517-7504-25|0|0|8122.5|8122.5
89470|00517-9120-25|0|0|462.16|462.16
89470|00517-9302-25|0|0|551.5|551.5
89470|00517-9305-25|0|0|3302.5|3302.5
89473|00517-0650-01|0|0|27405.16|27405.16
89473|00517-1004-25|0|0|117.37|117.37
89473|00517-2310-05|0|0|13500|13500
89473|00517-2340-99|0|0|180|180
89479|00517-0374-05|0|0|5993.52|5993.52
89479|00517-0650-01|0|0|17825|17825
89479|00517-0720-01|0|0|114.96|114.96
89479|00517-1004-25|0|0|870|870
89479|00517-1075-01|0|0|1932.75|1932.75
89479|00517-2340-10|0|0|4500|4500
89479|00517-4002-25|0|0|2908.5|2908.5
89479|00517-5601-25|0|0|0.25|0.25
89479|00517-6560-05|0|0|23711.3|23711.3
89479|00517-6710-10|0|0|2735|2735
89479|00517-7604-25|0|0|687.5|687.5
89479|00517-9302-25|0|0|44671.5|44671.5
89479|00517-9305-25|0|0|9695.72|9695.72
89496|00517-0374-05|0|0|440|440
89496|00517-0381-05|0|0|285.2|285.2
89496|00517-0420-01|0|0|91.67|91.67
89496|00517-0710-01|0|0|1021|1021
89496|00517-0720-01|0|0|840.62|840.62
89496|00517-0740-20|0|0|3175.2|3175.2
89496|00517-1004-25|0|0|475.69|475.69
89496|00517-2340-10|0|0|14400|14400
89496|00517-2502-10|0|0|1448.4|1448.4
89496|00517-5601-25|0|0|559.25|559.25
89496|00517-7504-25|0|0|855|855
89496|00517-7604-25|0|0|412.5|412.5
89496|00517-9120-25|0|0|1000|1000
89496|00517-9305-25|0|0|1321|1321
89500|00517-2340-25|0|0|8270.16|8270.16
89500|00517-7604-25|0|0|376.75|376.75
89500|00517-9702-25|0|0|265.5|265.5
89506|00517-0031-25|0|0|19.26|19.26
89506|00517-0374-05|0|0|871.62|871.62
89506|00517-0650-01|575|575|29287.81|29287.81
89506|00517-0720-01|0|0|4308.81|4308.81
89506|00517-0791-01|76.42|76.42|305.68|305.68
89506|00517-1004-25|0|0|315.96|315.96
89506|00517-1020-25|0|0|170|170
89506|00517-2310-05|180|180|8736.59|8736.59
89506|00517-2340-10|0|0|9000|9000
89506|00517-2340-25|0|0|12375|12375
89506|00517-4201-25|0|0|16.58|16.58
89506|00517-4300-01|0|0|11582.3|11582.3
89506|00517-4601-25|0|0|221.48|221.48
89506|00517-9702-25|0|0|647.68|647.68
89510|00517-0720-01|0|0|2975|2975
89510|00517-0740-20|0|0|2721.6|2721.6
89510|00517-1820-01|0|0|238.45|238.45
89510|00517-2102-25|0|0|262.5|262.5
89510|00517-6710-10|240.24|240.24|4244.24|4244.24
89510|00517-9305-25|1285|1285|4497.5|4497.5
89510|00517-9702-25|0|0|810.16|810.16
89516|00517-0710-01|0|0|1546.98|1546.98
89516|00517-0720-01|0|0|877.2|877.2
89516|00517-1004-25|0|0|252.25|252.25
89516|00517-2502-10|0|0|369.5|369.5
89516|00517-6101-25|0|0|5077.27|5077.27
89516|00517-6560-05|0|0|21867.3|21867.3
89516|00517-6710-10|109.4|109.4|1203.4|1203.4
89516|00517-7604-25|0|0|1680.25|1680.25
89516|00517-9305-25|0|0|16777|16777
89517|00517-0031-25|0|0|35.75|35.75
89517|00517-0720-01|0|0|15322.21|15322.21
89517|00517-0955-01|0|0|1003.72|1003.72
89517|00517-5601-25|0|0|570.75|570.75
89517|00517-6710-10|0|0|76.08|76.08
89517|00517-9302-25|0|0|1105|1105
89517|00517-9305-25|0|0|2022.75|2022.75
89518|00517-0650-01|0|0|17250|17250
89518|00517-1001-25|0|0|541.32|541.32
89518|00517-1980-05|0|0|347.2|347.2
89518|00517-9702-25|0|0|1112.34|1112.34
89520|00517-0650-01|0|0|15525|15525
89520|00517-0720-01|0|0|2063.34|2063.34
89520|00517-2340-25|0|0|9030|9030
89520|00517-7604-25|0|0|1512.5|1512.5
89520|00517-9702-25|0|0|716.56|716.56
89532|00517-0720-01|0|0|1260.93|1260.93
89532|00517-0740-20|0|0|1360.8|1360.8
89532|00517-1001-25|0|0|1122.12|1122.12
89532|00517-2340-10|360|360|13860|13860
89532|00517-4810-25|0|0|330.75|330.75
89532|00517-6502-10|0|0|1348.9|1348.9
89532|00517-6710-10|875.2|875.2|1422.2|1422.2
89532|00517-7604-25|0|0|2200|2200
89532|00517-9120-25|0|0|3000|3000
89532|00517-9305-25|0|0|6605|6605
89532|00517-9702-25|0|0|1612.26|1612.26
89538|00517-7504-25|0|0|567|567
89538|00517-9305-25|0|0|674.5|674.5
89541|00517-0650-01|0|0|23370.06|23370.06
89541|00517-0720-01|0|0|1031.67|1031.67
89541|00517-0740-20|0|0|907.2|907.2
89541|00517-1001-25|0|0|374.04|374.04
89541|00517-7604-25|0|0|2475|2475
89541|00517-9120-25|0|0|1000|1000
89541|00517-9305-25|0|0|23778|23778
89541|00517-9702-25|0|0|358.28|358.28
89551|00517-0374-05|0|0|7161.77|7161.77
89551|00517-0650-01|0|0|10350|10350
89551|00517-0720-01|0|0|188.64|188.64
89551|00517-1004-25|0|0|504|504
89551|00517-2102-25|0|0|1050|1050
89551|00517-2340-10|0|0|1770|1770
89551|00517-3030-01|0|0|1125|1125
89551|00517-4002-25|0|0|12049.5|12049.5
89551|00517-4810-25|0|0|372.28|372.28
89551|00517-6101-25|0|0|8829.48|8829.48
89551|00517-6560-05|0|0|25645.2|25645.2
89551|00517-7315-25|0|0|675|675
89551|00517-7504-25|0|0|4330.47|4330.47
89551|00517-9305-25|0|0|2419.25|2419.25
89552|00517-0650-01|1150|1150|5175|5175
89552|00517-0720-01|0|0|316.14|316.14
89552|00517-0740-20|0|0|76.67|76.67
89552|00517-2310-05|0|0|2100|2100
89552|00517-2325-10|0|0|975|975
89552|00517-2340-10|0|0|3000|3000
89563|00517-0031-25|0|0|178.52|178.52
89563|00517-0650-01|0|0|19549.85|19549.85
89563|00517-0720-01|76.42|76.42|1041.07|1041.07
89563|00517-0740-20|0|0|453.6|453.6
89563|00517-1001-25|0|0|922.82|922.82
89563|00517-1004-25|0|0|252.25|252.25
89563|00517-2340-10|0|0|8400|8400
89563|00517-2340-25|0|0|375|375
89563|00517-4300-01|0|0|11017.4|11017.4
89563|00517-4810-25|0|0|173.03|173.03
89563|00517-5601-25|0|0|570.75|570.75
89563|00517-6710-10|0|0|137.5|137.5
89563|00517-7604-25|0|0|687.5|687.5
89563|00517-9120-25|0|0|400|400
89563|00517-9305-25|660.5|660.5|6605|6605
89563|00517-9702-25|0|0|1796.07|1796.07
89564|00517-1004-25|0|0|2016|2016
89564|00517-1820-01|1802|1802|33156|33156
89564|00517-2502-10|0|0|1677.6|1677.6
89564|00517-2505-25|0|0|19000|19000
89564|00517-4810-25|0|0|173.03|173.03
89564|00517-6560-05|12838|12838|97568.8|97568.8
89564|00517-7315-25|0|0|675|675
89564|00517-9305-25|0|0|10792|10792
89566|00517-0420-01|0|0|348.14|348.14
89566|00517-0650-01|7326.44|7326.44|131431.13|131431.13
89566|00517-0720-01|0|0|94.32|94.32
89566|00517-0740-20|0|0|530.8|530.8
89566|00517-2340-10|0|0|150|150
89566|00517-5601-25|0|0|841.75|841.75
89566|00517-6710-10|0|0|547|547
89566|00517-7315-25|675|675|675|675
89566|00517-7604-25|0|0|3120|3120
89566|00517-8005-25|0|0|1035|1035
89568|00517-0420-01|0|0|250.44|250.44
89568|00517-0650-01|0|0|18975|18975
89568|00517-0720-01|0|0|2270.46|2270.46
89568|00517-0799-01|0|0|74.2|74.2
89568|00517-1980-05|0|0|43.4|43.4
89568|00517-2310-05|0|0|600|600
89568|00517-2340-10|600|600|6900|6900
89568|00517-2340-25|0|0|375|375
89568|00517-4300-01|0|0|1929.9|1929.9
89568|00517-9702-25|0|0|600.95|600.95
89572|00517-0710-01|0|0|1531.5|1531.5
89572|00517-0720-01|0|0|305.68|305.68
89572|00517-0740-20|0|0|1360.8|1360.8
89572|00517-1030-01|480|480|3840|3840
89572|00517-2340-10|0|0|1440|1440
89572|00517-6710-10|0|0|7523.6|7523.6
89572|00517-7315-25|0|0|1350|1350
89572|00517-7604-25|0|0|825|825
89572|00517-9120-25|0|0|800|800
89572|00517-9302-25|0|0|1103|1103
89572|00517-9305-25|0|0|2642|2642
89574|00517-0650-01|0|0|4600|4600
89574|00517-0720-01|0|0|38.21|38.21
89574|00517-0955-01|21.82|21.82|65.46|65.46
89575|00517-0650-01|2225.72|2225.72|13354.32|13354.32
89575|00517-0720-01|0|0|1528.4|1528.4
89575|00517-0791-01|0|0|382.1|382.1
89575|00517-1004-25|0|0|114|114
89575|00517-2102-25|0|0|625|625
89575|00517-2502-10|0|0|-344.7|-344.7
89575|00517-4002-25|0|0|2069.5|2069.5
89575|00517-4201-25|0|0|487|487
89575|00517-4810-25|0|0|330.75|330.75
89575|00517-5601-25|0|0|570.75|570.75
89575|00517-9120-25|0|0|1800|1800
89575|00517-9305-25|0|0|2642|2642
89579|00517-0720-01|0|0|458.52|458.52
89579|00517-0740-20|0|0|453.6|453.6
89579|00517-0955-01|0|0|813.22|813.22
89579|00517-4002-25|0|0|1683.5|1683.5
89579|00517-5601-25|0|0|2958.75|2958.75
89579|00517-5602-25|0|0|0|0
89579|00517-6710-10|0|0|800.8|800.8
89579|00517-9702-25|-2493.12|-2493.12|-2493.12|-2493.12
89582|00517-0031-25|0|0|267.78|267.78
89582|00517-0374-05|0|0|440|440
89582|00517-0740-20|0|0|453.6|453.6
89582|00517-9305-25|0|0|660.5|660.5
89589|00517-0031-25|0|0|183|183
89589|00517-0720-01|0|0|853.3|853.3
89589|00517-1020-25|0|0|874.25|874.25
89589|00517-2340-10|0|0|0|0
89589|00517-6710-10|0|0|640.8|640.8
89589|00517-7604-25|0|0|1243|1243
89589|00517-9302-25|0|0|1104.5|1104.5
89589|00517-9305-25|0|0|2023.5|2023.5
89592|00517-0381-05|0|0|285.2|285.2
89592|00517-0720-01|0|0|4259.34|4259.34
89592|00517-0740-20|0|0|2503.2|2503.2
89592|00517-2505-25|0|0|2967.25|2967.25
89592|00517-6710-10|0|0|706.14|706.14
89592|00517-7305-25|0|0|951|951
89592|00517-7315-25|0|0|651|651
89592|00517-7350-25|0|0|13752.5|13752.5
89592|00517-7604-25|0|0|7158.25|7158.25
89592|00517-9302-25|0|0|11597.25|11597.25
89592|00517-9305-25|0|0|15513.5|15513.5
89592|00517-9702-25|0|0|198|198
89594|00517-1004-25|0|0|594|594
89594|00517-1020-25|0|0|3250|3250
89594|00517-6560-05|0|0|25511.85|25511.85
89594|00517-7315-25|0|0|8437.5|8437.5
89596|00517-0031-25|0|0|38.52|38.52
89596|00517-0791-01|0|0|1490.19|1490.19
89596|00517-2310-05|0|0|600|600
89596|00517-5601-25|0|0|1141.5|1141.5
89596|00517-5602-25|0|0|638.75|638.75
89596|00517-6710-10|0|0|218.8|218.8
89596|00517-7604-25|279.16|279.16|558.32|558.32
89596|00517-9302-25|0|0|1103|1103
89596|00517-9305-25|660.5|660.5|1981.5|1981.5
89596|00517-9702-25|179.14|179.14|794.65|794.65
89599|00517-0031-25|0|0|35.75|35.75
89599|00517-0720-01|0|0|2460.24|2460.24
89599|00517-0740-20|0|0|4536|4536
89599|00517-0955-01|0|0|10.91|10.91
89599|00517-2051-25|0|0|1932|1932
89599|00517-3030-01|0|0|375|375
89599|00517-6710-10|0|0|836.88|836.88
89599|00517-7305-25|0|0|4897.75|4897.75
89599|00517-7315-25|0|0|875|875
89604|00517-0031-25|0|0|35.75|35.75
89604|00517-0720-01|0|0|114.96|114.96
89604|00517-0740-20|0|0|571.2|571.2
89604|00517-4201-25|0|0|468|468
89604|00517-7305-25|0|0|475.5|475.5
89604|00517-7604-25|0|0|139.58|139.58
89604|00517-9305-25|674.25|674.25|2022.75|2022.75
89605|00517-0650-01|0|0|2300|2300
89605|00517-0720-01|0|0|488.58|488.58
89605|00517-2310-05|0|0|900|900
89605|00517-2340-10|1200|1200|4050|4050
89605|00517-4300-01|0|0|1236|1236
89610|00517-0650-01|0|0|1112.86|1112.86
89610|00517-0740-20|0|0|907.2|907.2
89610|00517-0791-01|0|0|2712.91|2712.91
89610|00517-0955-01|0|0|1684.2|1684.2
89610|00517-1820-01|3570|3570|6426|6426
89610|00517-6710-10|0|0|164.1|164.1
89610|00517-7604-25|412.5|412.5|4262.5|4262.5
89610|00517-9120-25|0|0|1400|1400
89610|00517-9191-25|0|0|400|400
89610|00517-9702-25|0|0|3582.8|3582.8
89613|00517-0720-01|0|0|746.64|746.64
89613|00517-1001-25|0|0|381.5|381.5
89613|00517-2310-05|0|0|1080|1080
89613|00517-6710-10|0|0|808.4|808.4
89615|00517-0374-05|0|0|440|440
89615|00517-0720-01|343.73|343.73|611.12|611.12
89615|00517-0740-20|0|0|907.2|907.2
89615|00517-2340-10|1170|1170|11220|11220
89615|00517-7604-25|0|0|550|550
89615|00517-9702-25|0|0|1827.27|1827.27
89616|00517-0031-25|0|0|19.26|19.26
89616|00517-0720-01|0|0|1385.53|1385.53
89616|00517-0740-20|0|0|3528|3528
89616|00517-1001-25|0|0|568.52|568.52
89616|00517-2310-05|0|0|24750|24750
89616|00517-7305-25|0|0|475.5|475.5
89616|00517-7504-25|0|0|58.97|58.97
89616|00517-7604-25|0|0|893.08|893.08
89621|00517-0650-01|575|575|14374.95|14374.95
89621|00517-0720-01|0|0|896.68|896.68
89621|00517-1004-25|0|0|104.34|104.34
89621|00517-2310-05|0|0|4800|4800
89621|00517-2340-10|0|0|2760|2760
89621|00517-2340-25|0|0|2625|2625
89621|00517-4300-01|0|0|3821.85|3821.85
89621|00517-7315-25|0|0|332.25|332.25
89621|00517-7604-25|0|0|376.5|376.5
89621|00517-9702-25|0|0|156.18|156.18
89623|00517-0650-01|0|0|8009.12|8009.12
89623|00517-0720-01|0|0|343.89|343.89
89623|00517-0955-01|0|0|111.4|111.4
89623|00517-1004-25|0|0|237.12|237.12
89623|00517-5601-25|570.75|570.75|570.75|570.75
89623|00517-9305-25|0|0|1348.5|1348.5
89624|00517-0720-01|0|0|934.92|934.92
89624|00517-1020-25|0|0|1115.5|1115.5
89624|00517-1030-01|0|0|640|640
89624|00517-4810-25|0|0|751|751
89624|00517-9120-25|0|0|200|200
89624|00517-9702-25|0|0|699.3|699.3
89625|00517-0420-01|0|0|556.24|556.24
89625|00517-0720-01|666.96|666.96|5110.34|5110.34
89625|00517-0740-20|0|0|9525.6|9525.6
89625|00517-1030-01|0|0|4160|4160
89625|00517-5601-25|0|0|4210|4210
89625|00517-7305-25|0|0|475.5|475.5
89625|00517-7604-25|0|0|514.25|514.25
89625|00517-9120-25|0|0|4400|4400
89626|00517-0374-05|0|0|4092.44|4092.44
89626|00517-0720-01|0|0|185.5|185.5
89626|00517-2310-05|0|0|180|180
89626|00517-7315-25|0|0|1800|1800
89626|00517-9120-25|0|0|231.08|231.08
89626|00517-9302-25|0|0|628.75|628.75
89626|00517-9305-25|0|0|2023.5|2023.5
89631|00517-0031-25|0|0|38.52|38.52
